Product_Name,Total,Selling_Price,Offer,Ratings,Description
"realme C31 (Dark Green, 64 GB)","₹11,999","₹8,999",25% off,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.56 cm (6.52 inch) HD Display 13MP + 2MP + 0.3MP | 5MP Front Camera 5000 mAh Battery Unisoc T612 Processor 1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories
"MOTOROLA G8 Power Lite (Royal Blue, 64 GB)","₹9,999","₹8,990",10% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 16MP + 2MP + 2MP | 8MP Front Camera 5000 mAh Lithium-ion Battery MediaTek Helio P35 Processor 1 Year for Handset and 6 Months for In-box Accessories
"LAVA Z6 (Aqua blue, 64 GB)","₹11,249","₹8,996",20% off,4,6 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Handset Warranty and 6 Months Warranty on Accessories
"ASUS Zenfone 2 Laser ZE550KL (Black, 16 GB)",N/A,"₹8,499",N/A,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB 13.97 cm (5.5 inch) HD Display 13MP Rear Camera | 5MP Front Camera 3000 mAh Li-Polymer Battery qualcomm Snapdragon 410 Quad Core 1.2GHz Processor Brand Warranty of 1 Year
"ASUS Zenfone 2 Laser ZE550KL (Red, 16 GB)",N/A,"₹8,499",N/A,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB 13.97 cm (5.5 inch) HD Display 13MP Rear Camera | 5MP Front Camera 3000 mAh Li-Polymer Battery Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"GIONEE F205 (Black and Gold, 16 GB)",N/A,"₹8,479",N/A,4,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB 13.84 cm (5.45 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 2670 mAh Lithium-polymer Battery MediaTek MT6739 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Panasonic P55 Max (Matte Black, 16 GB)",N/A,"₹8,499",N/A,3.9,3 GB RAM | 16 GB ROM | Expandable Upto 128 GB 13.97 cm (5.5 inch) HD Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Li-ion Polymer Battery MediaTek MTK6737 Quad Core 1.25 GHz Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"ASUS Zenfone 5 (Black, 8 GB)",N/A,"₹8,499",N/A,4.1,2 GB RAM | 8 GB ROM | Expandable Upto 64 GB 12.7 cm (5 inch) HD Display 8MP Rear Camera | 2MP Front Camera 2110 mAh Lithium Battery Intel Atom Z2520 Processor with Intel Hyper Threading Technology Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"iVoomi i2 (Indigo Blue, 32 GB)",N/A,"₹8,999",N/A,3.4,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB 13.84 cm (5.45 inch) HD+ Display 13MP + 2MP | 8MP Front Camera 4000 mAh Battery Mediatek MTK6739 Quad Core 1.5 GHz Processor 1 Year Brand Warranty for the Device & 6 Months on Box Accessories
"realme C11 (Rich Grey, 32 GB)",N/A,"₹8,999",N/A,4.4,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 13MP + 2MP | 5MP Front Camera 5000 mAh Battery Mediatek Helio G35 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"realme 3i (Diamond Black, 32 GB)","₹8,999","₹8,489",5% off,4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.8 cm (6.22 inch) HD+ Display 13MP + 2MP | 13MP Front Camera 4230 mAh Battery MediaTek Helio P60 Octa Core 2.0 GHz Processor Triple Slots (Dual SIM + Memory Card) Fingerprint Sensor and Face Unlock Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"POCO C55 (Cool Blue, 128 GB)","₹13,999","₹7,499",46% off,4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB 17.04 cm (6.71 inch) HD+ Display 50MP Dual Rear Camera | 5MP Front Camera 5000 mAh Battery Mediatek Helio G85 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"MOTOROLA e13 (Cosmic Black, 128 GB)","₹10,999","₹7,499",31% off,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Battery Unisoc T606 Processor 1 Year on Handset and 6 Months on Accessories
"MOTOROLA e13 (Little Boy Blue, 128 GB)","₹10,999","₹7,499",31% off,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Battery Unisoc T606 Processor 1 Year on Handset and 6 Months on Accessories
"POCO C55 (Forest Green, 128 GB)","₹13,999","₹7,499",46% off,4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB 17.04 cm (6.71 inch) HD+ Display 50MP Dual Rear Camera | 5MP Front Camera 5000 mAh Battery Mediatek Helio G85 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO C55 (Power Black, 128 GB)","₹13,999","₹7,499",46% off,4.1,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB 17.04 cm (6.71 inch) HD+ Display 50MP Dual Rear Camera | 5MP Front Camera 5000 mAh Battery Mediatek Helio G85 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Infinix HOT 30i (Glacier Blue, 64 GB)","₹9,999","₹7,499",25% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP + AI Lens | 5MP Front Camera 5000 mAh Battery G37 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix HOT 30i (Marigold, 64 GB)","₹9,999","₹7,499",25% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP + AI Lens | 5MP Front Camera 5000 mAh Battery G37 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix HOT 30i (Mirror Black, 64 GB)","₹9,999","₹7,499",25% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP + AI Lens | 5MP Front Camera 5000 mAh Battery G37 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix HOT 30i (Diamond White, 64 GB)","₹9,999","₹7,499",25% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP + AI Lens | 5MP Front Camera 5000 mAh Battery G37 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix SMART 7 (Night Black, 128 GB)","₹10,999","₹7,299",33% off,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.76 cm (6.6 inch) HD+ Display 13MP + AI Lens | 5MP Front Camera 6000 mAh Battery Unisoc Spreadtrum SC9863A1 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix SMART 7 (Azure Blue, 128 GB)","₹10,999","₹7,299",33% off,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.76 cm (6.6 inch) HD+ Display 13MP + AI Lens | 5MP Front Camera 6000 mAh Battery Unisoc Spreadtrum SC9863A1 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix SMART 7 (Emerald Green, 128 GB)","₹10,999","₹7,299",33% off,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.76 cm (6.6 inch) HD+ Display 13MP + AI Lens | 5MP Front Camera 6000 mAh Battery Unisoc Spreadtrum SC9863A1 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix SMART 7 (Emerald Green, 64 GB)","₹9,999","₹6,999",30% off,4.3,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB 16.76 cm (6.6 inch) HD+ Display 13MP + AI Lens | 5MP Front Camera 6000 mAh Battery Unisoc Spreadtrum SC9863A1 Processor 1 Year on Handset and 6 Months on Accessories
"Tecno Spark Go 2024 (Gravity Black, 64 GB)","₹7,499","₹7,098",5% off,4.2,3 GB RAM | 64 GB ROM 16.66 cm (6.56 inch) HD+ Display 13MP + 0.8MP | 8MP Front Camera 5000 mAh Battery Unisoc T606 Processor Domestic Warranty of 12 Months on Phone & 6 Months on Accessories
"Tecno Spark Go 2024 (Mystery White, 64 GB)","₹7,499","₹7,089",5% off,4.2,3 GB RAM | 64 GB ROM 16.66 cm (6.56 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Unisoc T606 Processor Domestic Warranty of 12 Months on Phone & 6 Months on Accessories
"itel A60S (GLACIER GREEN, 128 GB)","₹8,999","₹6,630",26% off,4,8 GB RAM | 128 GB ROM 16.76 cm (6.6 inch) Display 8MP Rear Camera 5000 mAh Battery 1 Year For Handset 6 Months For Accessories
"itel P40 (Force Black, 128 GB)","₹8,999","₹6,650",26% off,4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 5MP + 5MP 6000 mAh Battery Unisco T606 Processor 1 Year Manufacturer Warranty
"itel A60S (Moonlit Violet, 128 GB)","₹8,999","₹6,535",27% off,4,8 GB RAM | 128 GB ROM 16.76 cm (6.6 inch) Display 8MP Rear Camera 5000 mAh Battery 1 Year For Handset 6 Months For Accessories
"POCO M5 (Power Black, 64 GB)","₹15,999","₹7,999",50% off,4.1,"4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G99 Processor 1 Year for Handset, 6 Months for Accessories"
"Infinix HOT 20 Play (Aurora Green, 64 GB)","₹11,999","₹7,499",37% off,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 17.32 cm (6.82 inch) HD+ Display 13Mp + AI Lens | 8MP Front Camera 6000 mAh Li-ion Polymer Battery MediaTek G37 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix HOT 20 Play (Luna Blue, 64 GB)","₹11,999","₹7,499",37% off,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 17.32 cm (6.82 inch) HD+ Display 13Mp + AI Lens | 8MP Front Camera 6000 mAh Li-ion Polymer Battery MediaTek G37 Processor 1 Year on Handset and 6 Months on Accessories
"MOTOROLA e13 (Creamy White, 128 GB)","₹10,999","₹7,499",31% off,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Battery Unisoc T606 Processor 1 Year on Handset and 6 Months on Accessories
"SAMSUNG Galaxy M04 (Light Green, 64 GB)","₹11,999","₹7,555",37% off,4.1,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) HD+ Display 13MP + 2MP | 5MP Front Camera 5000 mAh Battery MediaTek Helio P35 Processor 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"itel A60S (SHADOW BLACK, 128 GB)","₹8,999","₹6,497",27% off,4,8 GB RAM | 128 GB ROM 16.76 cm (6.6 inch) Display 8MP Rear Camera 5000 mAh Battery 1 Year For Handset 6 Months For Accessories
"Tecno Pop 7 Pro (Endless Black, 3 GB)","₹8,999","₹7,900",12% off,4.4,64 GB RAM | 3 GB ROM 16.66 cm (6.56 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic Warranty of 1 Year Available for Handset and 6 month for accessories.
"MOTOROLA e13 (Aurora Green, 128 GB)","₹10,999","₹7,499",31% off,4.1,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Battery Unisoc T606 Processor 1 Year on Handset and 6 Months on Accessories
"Tecno Spark Go 2024 (Gravity Black, 64 GB)","₹7,999","₹7,599",5% off,2.8,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.66 cm (6.56 inch) HD+ Display 13MP + 0.08MP | 8MP Front Camera 5000 mAh Battery Unisoc T606 Processor Domestic Warranty of 12 Months on Phone & 6 Months on Accessories
"Tecno Spark Go 2023 (Nebula Purple, 32 GB)","₹8,299","₹6,320",23% off,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.66 cm (6.56 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Battery MediaTek Helio A22 Processor Domestic Warranty of 12 Months on Phone & 6 Months on Accessories
"Tecno Spark Go 2023 (Endless Black, 64 GB)","₹8,999","₹7,148",20% off,4.1,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.66 cm (6.56 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Battery MediaTek Helio A22 Processor Domestic Warranty of 12 Months on Phone & 6 Months on Accessories
"I Kall King Talking, Contact icon and Auto Call Recording",₹999,₹729,27% off,3.6,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 12 Months on Feature phone and 6 Months On Accessories
Cellecor X3,"₹1,749",₹959,45% off,3.7,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Warranty for Phone and 6 Months  Warranty for Accessories Including Battery from the Date of Purchase.
"Tecno Spark Go 2024 (Mystery White, 64 GB)","₹7,999","₹7,599",5% off,2.8,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 16.66 cm (6.56 inch) HD+ Display 13MP + 0.08MP | 8MP Front Camera 5000 mAh Battery Unisoc T606 Processor Domestic Warranty of 12 Months on Phone & 6 Months on Accessories
"itel S23 (Sky Blue, 128 GB)","₹9,500","₹7,625",19% off,4.1,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) HD+ Display 50MP Rear Camera | 8MP Front Camera 5000 mAh Battery Unisoc Tiger T606 Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories
"I Kall Z19Pro (Blue, 64 GB)","₹10,499","₹7,599",27% off,3.3,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Octa Core Processor 1 Year Domestic Warrantyages
"POCO C50 (Country Green, 32 GB)","₹9,999","₹7,299",27% off,4,"3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.56 cm (6.52 inch) HD+ Display 8MP Dual Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor, Upto 2.0 GHz Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
Cellecor E6+,"₹1,949","₹1,187",39% off,3.6,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 0.8MP Rear Camera 2750 mAh Battery 1 year warranty for device and 6months warranty for accessories
Cellecor C60+,"₹1,949","₹1,283",34% off,3.7,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.8MP Rear Camera 2750 mAh Battery 1 Year Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase.
"itel P40 (Luxurious Gold, 64 GB)","₹8,899","₹6,489",27% off,4.1,"4 GB RAM | 64 GB ROM 16.76 cm (6.6 inch) Display 13MP Rear Camera 6000 mAh Battery One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories"
"itel A60S (Glacier Green, 128 GB)","₹8,999","₹6,699",25% off,4,8 GB RAM | 128 GB ROM | Expandable Upto 32 GB 16.76 cm (6.6 inch) NA Display 8MP Rear Camera | 0MP Front Camera 5000 mAh Battery NA Processor 1 Year For Handset 6 Months For Accessories
Cellecor E10,"₹1,949","₹1,299",33% off,3.8,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) Display 0.8MP Rear Camera 2750 mAh Battery 1 Year Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase.
Cellecor E3,"₹1,949","₹1,035",46% off,3.5,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB 4.57 cm (1.8 inch) Display 0.8MP Rear Camera 1000 mAh Battery 1 Year Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase.
"realme C20 (Cool Blue, 32 GB)","₹7,999","₹7,499",6% off,4.4,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery MediaTek Helio G35 Processor 1 Year Warranty for Mobile and 6 Months for Accessories
"realme C20 (Cool Grey, 32 GB)","₹7,999","₹7,499",6% off,4.4,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery MediaTek Helio G35 Processor 1 Year Warranty for Mobile and 6 Months for Accessories
"Tecno spark 7 (morpheus blue, 32 GB)","₹8,999","₹7,999",11% off,4.2,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.56 cm (6.52 inch) HD+ Display 16MP Rear Camera | 8MP Front Camera 6000 mAh Battery Helio A25 Processor One Year Warranty for Handset, 6 Months for Accessories"
"itel A60 (SapphireBlack, 32 GB)","₹7,199","₹5,519",23% off,4.1,2 GB RAM | 32 GB ROM 16.76 cm (6.6 inch) HD Display 8MP Rear Camera 5000 mAh Battery Unisoc Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In box Accessories Including
Cellecor E8 Plus,"₹1,949","₹1,300",33% off,3.6,32 MB RAM | 32 MB ROM 6.1 cm (2.4 inch) Display 0.8MP Rear Camera 2750 mAh Battery 1 Year Warranty for Device and 6 Months for Inbox Accessories Including Battery from the Date of Purchase.
Cellecor A5,"₹1,499","₹1,216",18% off,4,32 MB RAM | 32 MB ROM 4.57 cm (1.8 inch) Display 1MP Rear Camera 1000 mAh Battery 1 year warranty for device and 6months warranty for accessories
"itel A60 (DawnBlue, 32 GB)","₹7,199","₹5,999",16% off,4.1,2 GB RAM | 32 GB ROM 16.76 cm (6.6 inch) HD Display 8MP Rear Camera 5000 mAh Battery Unisoc Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including
"realme narzo 50i Prime (Mint Green, 32 GB)","₹8,999","₹7,999",11% off,4.2,3 GB RAM | 32 GB ROM 16.51 cm (6.5 inch) Display 8MP Rear Camera 5000 mAh Battery Unisoc Tiger T612 (12 nm) Processor 1 Year Domestic Warranty for Phone and 6 Months Warranty for In-Box Accessories
"realme Narzo 50i (Mint Green, 32 GB)","₹7,999","₹7,900",1% off,4.5,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.51 cm (6.5 inch) Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery SC9863A Processor 1 Year Warranty for Mobile and 6 Months for Accessories
"Infinix Smart 6 Plus (Crystal Violet, 64 GB)","₹9,999","₹7,490",25% off,4.2,3 GB RAM | 64 GB ROM | Expandable Upto 512 GB 17.32 cm (6.82 inch) HD+ Display 8 MP + Depth Lens | 5MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G25 Processor 1 Year on Handset and 6 Months on Accessories
"I Kall Z19 Prime Plus (Gold, 128 GB)","₹10,999","₹7,999",27% off,3.5,6 GB RAM | 128 GB ROM | Expandable Upto 128 GB 16.59 cm (6.53 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Octa Core Processor 1 Year Domestic Warranty ages
"I Kall Z19 Prime Plus (Ocean blue, 128 GB)","₹10,499","₹7,999",23% off,3.5,6 GB RAM | 128 GB ROM | Expandable Upto 128 GB 16.59 cm (6.53 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Octa Core Processor 1 Year Domestic Warranty ages
"Tecno Spark 9 (Infinity Black, 64 GB)","₹10,999","₹7,390",32% off,4.1,"3 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.76 cm (6.6 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery MediaTek Helio G37 Processor 1 Year Warranty for Handset, 6 Months for Accessories"
"I Kall Z17 Pro (Champagne, 64 GB)","₹10,499","₹7,304",30% off,3.6,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Octa Core Processor 1 Year Domestic Warranty
"LAVA Z2s (Striped Blue, 32 GB)","₹7,999","₹5,445",31% off,4.1,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.54 cm (6.51 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Li-Polymer Battery MediaTek Helio Octa Core Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"I Kall Z19 Pro-Gold (Beige, 64 GB)","₹10,499","₹7,299",30% off,3.4,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery One year manufacture warranty
"I Kall Z14 Pro (Gold, 128 GB)","₹10,499","₹7,999",23% off,3.5,6 GB RAM | 128 GB ROM | Expandable Upto 128 GB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Octa Core Processor 1 Year Domestic Warranty ages
"Tecno Spark 7 (Magnet Black, 32 GB)","₹8,999","₹7,461",17% off,4.2,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.56 cm (6.52 inch) HD+ Display 16MP Rear Camera | 8MP Front Camera 6000 mAh Battery Helio A25 Processor One Year Warranty for Handset, 6 Months for Accessories"
"itel P40 (Luxurious Gold, 32 GB)","₹8,299","₹6,799",18% off,4,"3 GB RAM | 32 GB ROM 16.76 cm (6.6 inch) Display 13MP Rear Camera 6000 mAh Battery One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories"
"itel P40 (Luxurious Gold, 64 GB)","₹8,999","₹7,999",11% off,4.1,"4 GB RAM | 64 GB ROM 16.76 cm (6.6 inch) Display 13MP Rear Camera 6000 mAh Battery One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories"
"LAVA Z2 (Aqua Blue, 32 GB)","₹8,999","₹7,999",11% off,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.55 cm (6.517 inch) HD+ Display 13MP + 2MP | 8MP Front Camera 5000 mAh Li-Polymer Battery MediaTek Helio G35 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"LAVA Z3 (Striped Blue, 32 GB)","₹8,499","₹5,799",31% off,4,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery MediaTek Helio A20 Processor 1 Year Warranty for Phone and 6 Month Warranty for Accessories in the Box
"itel P40 (Force Black, 64 GB)","₹8,899","₹6,449",27% off,4.1,"4 GB RAM | 64 GB ROM 16.76 cm (6.6 inch) Display 13MP Rear Camera 6000 mAh Battery One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories"
"GIONEE Max (Red, 32 GB)",N/A,"₹7,990",N/A,4,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.49 cm (6.1 inch) HD+ Display 13MP + Digital Camera | 5MP Front Camera 5000 mAh Lithium-ion Polymer Battery Octa Core Processor One Year for Handset, 6 Months for Accessories"
"Tecno Pop 5 Pro (Deepsea Luster, 32 GB)","₹10,999","₹6,785",38% off,4.2,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.56 cm (6.52 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 6000 mAh Battery Helio A22 Processor One Year Warranty for Handset, 6 Months for Accessories"
"itel P40 (Force Black, 32 GB)","₹8,299","₹5,980",27% off,4,"3 GB RAM | 32 GB ROM 16.76 cm (6.6 inch) Display 13MP Rear Camera 6000 mAh Battery One Time Screen Replacement Within 100 Days of Purchase, 1 Year Warranty on Mobile Device & 6 Months on Accessories"
"Redmi 9A Sport (Coral Green, 32 GB)","₹9,499","₹7,290",23% off,4.1,2 GB RAM | 32 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Warranty
"POCO C50 (Royal Blue, 32 GB)","₹9,999","₹7,299",27% off,4,"3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.56 cm (6.52 inch) HD+ Display 8MP Dual Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor, Upto 2.0 GHz Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
"Micromax IN Note 1 (White, 64 GB)","₹15,499","₹7,999",48% off,4.1,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.94 cm (6.67 inch) Full HD+ Display 48MP + 5MP + 2MP + 2MP | 16MP Front Camera 5000 mAh Li-Polymer Battery MediaTek Helio G85 (MT6769V/CZ) Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Redmi 9A Sport (Metallic Blue, 32 GB)","₹9,496","₹7,999",15% off,4.2,3 GB RAM | 32 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Warranty
"Infinix Smart 6 (Starry Purple, 64 GB)","₹8,999","₹7,499",16% off,4.3,2 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.76 cm (6.6 inch) HD+ Display 8 MP + Depth Lens | 5MP Front Camera 5000 mAh Li-ion Polymer Battery Mediatek Helio A22 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix Smart 6 (Polar Black, 64 GB)","₹8,999","₹7,499",16% off,4.3,2 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.76 cm (6.6 inch) HD+ Display 8 MP + Depth Lens | 5MP Front Camera 5000 mAh Li-ion Polymer Battery Mediatek Helio A22 Processor 1 Year on Handset and 6 Months on Accessories
"Infinix Smart 6 (Light Sea Green, 64 GB)","₹8,999","₹7,499",16% off,4.3,2 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.76 cm (6.6 inch) HD+ Display 8 MP + Depth Lens | 5MP Front Camera 5000 mAh Li-ion Polymer Battery Mediatek Helio A22 Processor 1 Year on Handset and 6 Months on Accessories
"REDMI 8A Dual (Sky White, 32 GB)",N/A,"₹7,499",N/A,4.3,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB 15.8 cm (6.22 inch) HD+ Display 13MP + 2MP | 8MP Front Camera 5000 mAh Lithium Polymer Battery Qualcomm Snapdragon 439 Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase
"Redmi 9A Sport (Carbon Black, 32 GB)","₹8,499","₹7,790",8% off,4.1,2 GB RAM | 32 GB ROM 16.59 cm (6.53 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Warranty
"realme C2 (Diamond Blue, 32 GB)",N/A,"₹7,999",N/A,4.4,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.49 cm (6.1 inch) HD+ Display 13MP + 2MP | 5MP Front Camera 4000 mAh Battery MediaTek P22 Octa Core 2.0 GHz Processor Dual Nano SIM slots and Memory Card Slot Face Unlock Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
